sentence_id	index	token	lemma	meaning	form	here	parts	pos	case	number
5164811	0	Ikkuna	ikkuna	Fenster	Nomen · Nominativ Singular			nimisana	nimento	singular
5164811	1	on	olla	sein	Verb · 3. Person Sg. (hän) · Präsens	ist		teonsana		singular
5164811	2	luodinkestävä	luodinkestävä	kugelsicher	Adjektiv · Nominativ Singular					
5164813	0	En	ei	nicht (Verneinungsverb)	Verneinungsverb · en = ich nicht	ich … nicht		kieltosana		singular
5164813	1	muista	muistaa	sich erinnern, sich merken	Verb · Verneinungsform (nach ei)	erinnere mich		teonsana		singular
5164813	2	mitään	mikään	(irgend)etwas; (nicht) etwas	Pronomen · Partitiv Singular	nichts (nach Verneinung)		asemosana	osanto	singular
5164817	0	Siirrytään	siirtyä	sich bewegen, hinübergehen	Verb · Passiv (Umgangssprache auch: wir-Form) · Präsens	gehen wir (hinüber)		teonsana		
5164817	1	tuohon	tuo	jener	Pronomen · Illativ „in … hinein“ Singular	zu jenem (dort)		asemosana	sisatulento	singular
5164817	2	pöytään	pöytä	Tisch	Nomen · Illativ „in … hinein“ Singular	an den Tisch		nimisana	sisatulento	singular
5164823	0	Kirjoitan	kirjoittaa	schreiben	Verb · 1. Person Sg. (minä) · Präsens	(ich) schreibe		teonsana		singular
5164823	1	runoja	runo	Gedicht	Nomen · Partitiv Plural	Gedichte (Partitiv Pl.)		nimisana	osanto	plural
5164824	0	Olen	olla	sein	Verb · 1. Person Sg. (minä) · Präsens	(ich) bin		teonsana		singular
5164824	1	aamuihminen	aamuihminen	Morgenmensch	Nomen · Nominativ Singular		aamu+ihminen	nimisana	nimento	singular
5164890	0	Tomi	Tomi	Tom (Name)	Name · Nominativ Singular			etunimi	nimento	singular
5164890	1	otti	ottaa	nehmen	Verb · 3. Person Sg. (hän) · Imperfekt (Vergangenheit)	nahm (otti kuvan = fotografierte)		teonsana		singular
5164890	2	kuvan	kuva	Bild, Foto	Nomen · Genitiv Singular	ein Bild (Objekt)		nimisana	omanto	singular
5164890	3	koirastaan	koira	Hund	Nomen · Elativ „aus“ Singular · + Possessivendung „sein/ihr“	von seinem Hund		nimisana	sisaeronto	singular
5164890	4	ja	ja	und	Konjunktion			sidesana		
5164890	5	lähetti	lähettää	schicken, senden	Verb · 3. Person Sg. (hän) · Imperfekt (Vergangenheit)	schickte		teonsana		singular
5164890	6	sen	se	es, das	Pronomen · Genitiv Singular	es (das Bild)		asemosana	omanto	singular
5164890	7	Marille	Mari	Mari (Name)	Name · Allativ „auf … zu, an“ Singular	an Mari (dt. Maria)		paikannimi	ulkotulento	singular
5165224	0	Talossa	talo	Haus	Nomen · Inessiv „in“ Singular	im Haus		nimisana	sisaolento	singular
5165224	1	oli	olla	sein	Verb · 3. Person Sg. (hän) · Imperfekt (Vergangenheit)	war		teonsana		singular
5165224	2	mukavan	mukava	angenehm, gemütlich	Adjektiv · Genitiv Singular	schön (angenehm)		nimisana_laatusana	omanto	singular
5165224	3	lämmintä	lämmin	warm	Adjektiv · Partitiv Singular	warm (Partitiv)		nimisana_laatusana	osanto	singular
5169937	0	Luin	lukea	lesen	Verb · 1. Person Sg. (minä) · Imperfekt (Vergangenheit)	(ich) habe gelesen		teonsana		singular
5169937	1	tämän	tämä	dieser	Pronomen · Genitiv Singular	dieses		asemosana	omanto	singular
5169937	2	kirjan	kirja	Buch	Nomen · Genitiv Singular	(dieses) Buch (Objekt)		nimisana	omanto	singular
5169937	3	lukioaikoina	lukioaika	Gymnasialzeit	Nomen · Essiv „als“ Plural	während der Gymnasialzeit	lukio+aika	nimisana	olento	plural
5172308	0	En	ei	nicht (Verneinungsverb)	Verneinungsverb · en = ich nicht	ich … nicht		kieltosana		singular
5172308	1	halua	haluta	wollen, möchten	Verb · Verneinungsform (nach ei)	will		teonsana		singular
5172308	2	olla	olla	sein	Verb · Grundform (Infinitiv)			teonsana		
5172308	3	sinun	sinä	du	Pronomen · Genitiv Singular	dein		asemosana	omanto	singular
5172308	4	ystäväsi	ystävä	Freund	Nomen · Nominativ Singular · + Possessivendung „dein“	dein Freund		nimisana	nimento	singular
5172313	0	En	ei	nicht (Verneinungsverb)	Verneinungsverb · en = ich nicht	ich … nicht		kieltosana		singular
5172313	1	halua	haluta	wollen	Verb · Verneinungsform (nach ei)	will		teonsana		singular
5172313	2	näyttää	näyttää	aussehen	Verb · Grundform (Infinitiv)			teonsana		
5172313	3	turistilta	turisti	Tourist	Nomen · Ablativ „von … weg“ Singular	wie ein Tourist		nimisana	ulkoeronto	singular
5172478	0	Mari	Mari	Mari (Name)	Name · Nominativ Singular	Mari (dt. Maria)		paikannimi	nimento	singular
5172478	1	on	olla	sein	Verb · 3. Person Sg. (hän) · Präsens	ist		teonsana		singular
5172478	2	katolinen	katolinen	katholisch	Adjektiv · Nominativ Singular			nimisana_laatusana	nimento	singular
5172478	3	mutta	mutta	aber	Konjunktion			sidesana		
5172478	4	hänen	hän	er, sie	Pronomen · Genitiv Singular	ihr		asemosana	omanto	singular
5172478	5	poikaystävänsä	poikaystävä	(fester) Freund	Nomen · Nominativ Singular · + Possessivendung „sein/ihr“	ihr Freund	poika+ystävä	nimisana	nimento	singular
5172478	6	on	olla	sein	Verb · 3. Person Sg. (hän) · Präsens	ist		teonsana		singular
5172478	7	ateisti	ateisti	Atheist	Nomen · Nominativ Singular			nimisana	nimento	singular
5180137	0	Kerroin	kertoa	erzählen, sagen	Verb · 1. Person Sg. (minä) · Imperfekt (Vergangenheit)	(ich) erzählte		teonsana		singular
5180137	1	iltasadun	iltasatu	Gutenachtgeschichte	Nomen · Genitiv Singular	eine Gutenachtgeschichte (Objekt)	ilta+satu	nimisana	omanto	singular
5180137	2	tyttärelleni	tytär	Tochter	Nomen · Allativ „auf … zu, an“ Singular · + Possessivendung „mein“	meiner Tochter		nimisana	ulkotulento	singular
5180417	0	Minua	minä	ich	Pronomen · Partitiv Singular	mich		asemosana	osanto	singular
5180417	1	ei	ei	nicht (Verneinungsverb)	Verneinungsverb · ei = er/sie/es nicht	(man) … nicht		kieltosana		singular
5180417	2	usein	usein	oft	Adverb					
5180417	3	kutsuta	kutsua	einladen	Verb · Passiv · Verneinungsform (nach ei)	(werde) eingeladen		teonsana		
5180417	4	juhliin	juhla	Fest, Party	Nomen · Illativ „in … hinein“ Plural	zu Partys		nimisana	sisatulento	plural
5180420	0	Mua	minä	ich	Pronomen · Partitiv Singular · umgangssprachlich für minua	mich				
5180420	1	ei	ei	nicht (Verneinungsverb)	Verneinungsverb · ei = er/sie/es nicht	nicht		kieltosana		singular
5180420	2	kutsuta	kutsua	einladen	Verb · Passiv · Verneinungsform (nach ei)	(werde) eingeladen		teonsana		
5180420	3	usein	usein	oft	Adverb					
5180420	4	bileisiin	bile	Party (ugs.)	Nomen · Illativ „in … hinein“ Plural	zu Partys		nimisana	sisatulento	plural
5180425	0	Tomista	Tom	Tom (Name)	Name · Elativ „aus“ Singular	aus Tom		etunimi	sisaeronto	singular
5180425	1	ja	ja	und	Konjunktion			sidesana		
5180425	2	Marista	Mari	Mari (Name)	Name · Elativ „aus“ Singular	aus Mari (dt. Maria)		paikannimi	sisaeronto	singular
5180425	3	tulisi	tulla	kommen; werden	Verb · 3. Person Sg. (hän) · Konditional „würde“	würde werden (tulla + Elativ: aus … wird)		teonsana		singular
5180425	4	täydellinen	täydellinen	perfekt, vollkommen	Adjektiv · Nominativ Singular			laatusana	nimento	singular
5180425	5	pari	pari	Paar	Nomen · Nominativ Singular			nimisana	nimento	singular
5186618	0	Mitenköhän	miten	wie	Fragewort · + Frageendung -ko/-kö · + -han „wohl“	wie wohl				
5186618	1	Tomi	Tomi	Tomi (Name)	Name · Nominativ Singular			etunimi	nimento	singular
5186618	2	reagoi	reagoida	reagieren	Verb · 3. Person Sg. (hän) · Präsens	reagiert (wird reagieren)		teonsana		singular
5186626	0	Mentäiskö	mennä	gehen	Verb · Passiv · Konditional · + Frage -kö · umgangssprachlich für mentäisiinkö (wir-Form)	wollen wir gehen?				
5186626	1	kävelylle	kävely	Spaziergang	Nomen · Allativ „auf … zu, an“ Singular	auf einen Spaziergang		nimisana	ulkotulento	singular
5186631	0	Mä	minä	ich	Pronomen · Nominativ Singular · umgangssprachlich für minä					
5186631	1	en	ei	nicht (Verneinungsverb)	Verneinungsverb · en = ich nicht	ich … nicht		kieltosana		singular
5186631	2	tienny	tietää	wissen	Verbform · Partizip Perfekt aktiv · verneinte Vergangenheit · umgangssprachlich für tiennyt	wusste				
5186631	3	et	että	dass	Konjunktion · umgangssprachlich für että					
5186631	4	Tomil	Tom	Tom (Name)	Name · Adessiv „auf, bei“ Singular · umgangssprachlich für Tomilla	bei Tom → Tom hat				
5186631	5	on	olla	sein	Verb · 3. Person Sg. (hän) · Präsens	ist → (Tom) hat		teonsana		singular
5186631	6	sisko	sisko	Schwester	Nomen · Nominativ Singular			nimisana	nimento	singular
5186632	0	Sain	saada	bekommen	Verb · 1. Person Sg. (minä) · Imperfekt (Vergangenheit)	(ich) bekam		teonsana		singular
5186632	1	juuri	juuri	gerade, soeben	Adverb	gerade eben		seikkasana		
5186632	2	oudon	outo	seltsam, eigenartig	Adjektiv · Genitiv Singular	eine eigenartige		nimisana_laatusana	omanto	singular
5186632	3	viestin	viesti	Nachricht	Nomen · Genitiv Singular	eine Nachricht (Objekt)		nimisana	omanto	singular
5186632	4	Tomilta	Tom	Tom (Name)	Name · Ablativ „von … weg“ Singular	von Tom		etunimi	ulkoeronto	singular
5188945	0	Pystyt	pystyä	können, imstande sein	Verb · 2. Person Sg. (sinä) · Präsens	(du) kannst		teonsana		singular
5188945	1	kyllä	kyllä	ja; schon, sicher	Adverb	(aber) schon		seikkasana		
5188945	2	paljon	paljon	viel	Adverb					
5188945	3	parempaan	hyvä	gut	Adjektiv · Illativ „in … hinein“ Singular · Komparativ	zu Besserem		laatusana	sisatulento	singular
5188971	0	Osaatko	osata	können (gelernt haben)	Verb · 2. Person Sg. (sinä) · Präsens · + Frageendung -ko/-kö	kannst du?		teonsana		singular
5188971	1	sitoa	sitoa	binden	Verb · Grundform (Infinitiv)			teonsana		
5188971	2	kengännauhasi	kengännauha	Schnürsenkel	Nomen · Nominativ Plural · + Possessivendung „dein“	deine Schnürsenkel	kenkä+nauha	nimisana	nimento	singular
5189008	0	Se	se	es, das	Pronomen · Nominativ Singular	das		asemosana	nimento	singular
5189008	1	ei	ei	nicht (Verneinungsverb)	Verneinungsverb · ei = er/sie/es nicht	(es) … nicht		kieltosana		singular
5189008	2	ole	olla	sein	Verb · Verneinungsform (nach ei)	ist		teonsana		singular
5189008	3	oikein	oikein	richtig; ganz	Adverb	(nicht) so ganz		seikkasana		
5189008	4	minun	minä	ich	Pronomen · Genitiv Singular	mein		asemosana	omanto	singular
5189008	5	makuuni	maku	Geschmack	Nomen · Illativ „in … hinein“ Singular · + Possessivendung „mein“	(nach) meinem Geschmack		nimisana	sisatulento	singular
5195843	0	Ymmärrät	ymmärtää	verstehen	Verb · 2. Person Sg. (sinä) · Präsens	(du) verstehst → wirst verstehen		teonsana		singular
5195843	1	sen	se	es, das	Pronomen · Genitiv Singular	es (Objekt)		asemosana	omanto	singular
5195843	2	kyllä	kyllä	ja; schon, sicher	Adverb	schon		seikkasana		
5195843	3	vanhempana	vanha	alt	Adjektiv · Essiv „als“ Singular · Komparativ	als Älterer (wenn du älter bist)		laatusana	olento	singular
5195850	0	Olet	olla	sein	Verb · 2. Person Sg. (sinä) · Präsens	(du) bist		teonsana		singular
5195850	1	paljon	paljon	viel	Adverb					
5195850	2	fiksumpi	fiksu	klug	Adjektiv · Nominativ Singular · Komparativ	klüger		laatusana	nimento	singular
5195850	3	kuin	kuin	als, wie	Konjunktion	als		sidesana		
5195850	4	luulet	luulla	glauben, denken	Verb · 2. Person Sg. (sinä) · Präsens	(du) denkst		teonsana		singular
5195892	0	Kasvoin	kasvaa	wachsen, aufwachsen	Verb · 1. Person Sg. (minä) · Imperfekt (Vergangenheit)	(ich) wuchs auf		teonsana		singular
5195892	1	köyhässä	köyhä	arm	Adjektiv · Inessiv „in“ Singular	in einer armen		nimisana_laatusana	sisaolento	singular
5195892	2	perheessä	perhe	Familie	Nomen · Inessiv „in“ Singular	in einer Familie		nimisana	sisaolento	singular
5195899	0	Ostan	ostaa	kaufen	Verb · 1. Person Sg. (minä) · Präsens	(ich) kaufe		teonsana		singular
5195899	1	sinulle	sinä	du	Pronomen · Allativ „auf … zu, an“ Singular	dir		asemosana	ulkotulento	singular
5195899	2	uuden	uusi	neu	Adjektiv · Genitiv Singular	eine neue (Objekt)		laatusana	omanto	singular
5195901	0	Mä	minä	ich	Pronomen · Nominativ Singular · umgangssprachlich für minä					
5195901	1	ostan	ostaa	kaufen	Verb · 1. Person Sg. (minä) · Präsens	(ich) kaufe		teonsana		singular
5195901	2	sulle	sinä	du	Pronomen · Allativ „auf … zu, an“ Singular · umgangssprachlich für sinulle	dir				
5195901	3	uuden	uusi	neu	Adjektiv · Genitiv Singular	eine neue (Objekt)		laatusana	omanto	singular
5195908	0	Olen	olla	sein	Verb · 1. Person Sg. (minä) · Präsens	(ich) bin		teonsana		singular
5195908	1	matkalla	matka	Reise, Weg	Nomen · Adessiv „auf, bei“ Singular	auf dem Weg		nimisana	ulkoolento	singular
5195908	2	töihin	työ	Arbeit	Nomen · Illativ „in … hinein“ Plural	zur Arbeit		nimisana	sisatulento	plural
5196740	0	Toivon	toivoa	hoffen	Verb · 1. Person Sg. (minä) · Präsens	(ich) hoffe		teonsana		singular
5196740	1	ettet	ettei	dass … nicht (Verneinungsverb)	Verneinungsverb · et = du nicht	dass du nicht	ett+ei	kieltosana		singular
5196740	2	pety	pettyä	enttäuscht werden	Verb · Verneinungsform (nach ei)	enttäuscht wirst		teonsana		singular
5196743	0	Haluan	haluta	wollen, möchten	Verb · 1. Person Sg. (minä) · Präsens	(ich) will		teonsana		singular
5196743	1	puhua	puhua	sprechen, reden	Verb · Grundform (Infinitiv)			teonsana		
5196743	2	esimiehesi	esimies	Vorgesetzter	Nomen · Nominativ Singular · + Possessivendung „dein“	(mit) deinem Vorgesetzten		nimisana	nimento	singular
5196743	3	kanssa	kanssa	mit	Postposition			suhdesana		
5198125	0	Eiköhän	ei	nicht (Verneinungsverb)	Verneinungsverb · ei = er/sie/es nicht · + Frageendung -ko/-kö	ist es nicht (wohl) …? → ich denke		kieltosana		singular
5198125	1	ole	olla	sein	Verb · Verneinungsform (nach ei)	ist		teonsana		singular
5198125	2	aika	aika	Zeit	Nomen · Nominativ Singular			nimisana	nimento	singular
5198125	3	pitää	pitää	halten; (Pause) machen	Verb · Grundform (Infinitiv)	(zu) machen		teonsana		
5198125	4	tauko	tauko	Pause	Nomen · Nominativ Singular			nimisana	nimento	singular
5198184	0	En	ei	nicht (Verneinungsverb)	Verneinungsverb · en = ich nicht	ich … nicht		kieltosana		singular
5198184	1	halua	haluta	wollen, möchten	Verb · Verneinungsform (nach ei)	will		teonsana		singular
5198184	2	lapsia	lapsi	Kind	Nomen · Partitiv Plural	Kinder		nimisana	osanto	plural
5198185	0	Nukahdin	nukahtaa	einschlafen	Verb · 1. Person Sg. (minä) · Imperfekt (Vergangenheit)	(ich) schlief ein		teonsana		singular
5198185	1	kuunnellessani	kuunnella	zuhören, hören	Verb · 2. Infinitiv -en „indem, …end“ · + Possessivendung „mein“	während ich hörte		teonsana		
5198185	2	radiota	radio	Radio	Nomen · Partitiv Singular	Radio (Partitiv)		nimisana	osanto	singular
5198186	0	Kuuntelin	kuunnella	zuhören, hören	Verb · 1. Person Sg. (minä) · Imperfekt (Vergangenheit)	(ich) hörte		teonsana		singular
5198186	1	radiota	radio	Radio	Nomen · Partitiv Singular	Radio (Partitiv)		nimisana	osanto	singular
5198186	2	ja	ja	und	Konjunktion			sidesana		
5198186	3	nukahdin	nukahtaa	einschlafen	Verb · 1. Person Sg. (minä) · Imperfekt (Vergangenheit)	(ich) schlief ein		teonsana		singular
5198189	0	En	ei	nicht (Verneinungsverb)	Verneinungsverb · en = ich nicht	ich … nicht		kieltosana		singular
5198189	1	kadu	katua	bereuen	Verb · Verneinungsform (nach ei)	bereue		teonsana		singular
5198189	2	sitä	se	es, das	Pronomen · Partitiv Singular	es (Partitiv)		asemosana	osanto	singular
5198189	3	yhtään	yhtään	überhaupt (nicht), gar kein	Adverb	überhaupt (nicht)		seikkasana		
5198192	0	Kaikki	kaikki	alle, alles	Nomen · Nominativ Singular	alles		nimisana	nimento	singular
5198192	1	meni	mennä	gehen	Verb · 3. Person Sg. (hän) · Imperfekt (Vergangenheit)	ging		teonsana		singular
5198192	2	sulavasti	sulavasti	glatt, reibungslos	Adverb					
5199812	0	Söin	syödä	essen	Verb · 1. Person Sg. (minä) · Imperfekt (Vergangenheit)	(ich) aß		teonsana		singular
5199812	1	lounaani	lounas	Mittagessen	Nomen · Nominativ Singular · + Possessivendung „mein“	mein Mittagessen		nimisana	nimento	singular
5199812	2	puistossa	puisto	Park	Nomen · Inessiv „in“ Singular	im Park		nimisana	sisaolento	singular
5199817	0	Ajattelin	ajatella	denken	Verb · 1. Person Sg. (minä) · Imperfekt (Vergangenheit)	(ich) dachte		teonsana		singular
5199817	1	juuri	juuri	gerade, soeben	Adverb	gerade		seikkasana		
5199817	2	samaa	sama	gleich, derselbe	Nomen · Partitiv Singular	das Gleiche		nimisana	osanto	singular
5199818	0	Miten	miten	wie	Fragewort					
5199818	1	aiot	aikoa	vorhaben	Verb · 2. Person Sg. (sinä) · Präsens	(du) hast vor → wirst		teonsana		singular
5199818	2	tehdä	tehdä	machen, tun	Verb · Grundform (Infinitiv)			teonsana		
5199818	3	sen	se	es, das	Pronomen · Genitiv Singular	das (Objekt)		asemosana	omanto	singular
5199820	0	En	ei	nicht (Verneinungsverb)	Verneinungsverb · en = ich nicht	ich … nicht		kieltosana		singular
5199820	1	kertonut	kertoa	erzählen	Verbform · Partizip Perfekt aktiv · verneinte Vergangenheit	(habe nicht) erzählt		laatusana	nimento	singular
5199820	2	kenellekään	kukaan	jemand; (verneint) niemand	Pronomen · Allativ „auf … zu, an“ Singular	(nicht) jemandem → niemandem		asemosana	ulkotulento	singular
5199820	3	siitä	se	es, das	Pronomen · Elativ „aus“ Singular	darüber		asemosana	sisaeronto	singular
5199823	0	Pitääkö	pitää	müssen (pitää + Genitiv)	Verb · 3. Person Sg. (hän) · Präsens · + Frageendung -ko/-kö	muss …? (müssen wir?)		teonsana		singular
5199823	1	meidän	me	wir	Pronomen · Genitiv Plural	wir (Genitiv bei pitää)		asemosana	omanto	plural
5199823	2	odottaa	odottaa	warten	Verb · Grundform (Infinitiv)			teonsana		
5199823	3	Tomia	Tom	Tom (Name)	Name · Partitiv Singular	auf Tom (Partitiv)		etunimi	osanto	singular
5200451	0	Poimin	poimia	pflücken; (ugs.) abholen	Verb · 1. Person Sg. (minä) · Präsens	(ich) hole ab		teonsana		singular
5200451	1	sinut	sinä	du	Pronomen · Akkusativ Singular	dich		asemosana	kohdanto	singular
5200451	2	kuudelta	kuusi	sechs	Zahlwort · Ablativ „von … weg“ Singular	um sechs (Uhr)		lukusana	ulkoeronto	singular
5200762	0	Tahdon	tahtoa	wollen	Verb · 1. Person Sg. (minä) · Präsens	(ich) möchte		teonsana		singular
5200762	1	suudella	suudella	küssen	Verb · Grundform (Infinitiv)			teonsana		
5200762	2	sinua	sinä	du	Pronomen · Partitiv Singular	dich		asemosana	osanto	singular
5200764	0	Mä	minä	ich	Pronomen · Nominativ Singular · umgangssprachlich für minä					
5200764	1	haluun	haluta	wollen, möchten	Verb · 1. Person Sg. (minä) · Präsens · umgangssprachlich für haluan	(ich) möchte				
5200764	2	pussata	pussata	küssen (ugs.)	Verb · Grundform (Infinitiv)			teonsana		
5200764	3	sua	sinä	du	Pronomen · Partitiv Singular · umgangssprachlich für sinua	dich				
5200765	0	Haluan	haluta	wollen, möchten	Verb · 1. Person Sg. (minä) · Präsens	(ich) möchte		teonsana		singular
5200765	1	suudella	suudella	küssen	Verb · Grundform (Infinitiv)			teonsana		
5200765	2	teitä	te	ihr	Pronomen · Partitiv Plural	euch		asemosana	osanto	plural
5200856	0	Ostin	ostaa	kaufen	Verb · 1. Person Sg. (minä) · Imperfekt (Vergangenheit)	(ich) habe gekauft		teonsana		singular
5200856	1	kellon	kello	Uhr	Nomen · Genitiv Singular	eine Uhr (Objekt)		nimisana	omanto	singular
5200857	0	Vihaan	vihata	hassen	Verb · 1. Person Sg. (minä) · Präsens	(ich) hasse		teonsana		singular
5200857	1	aikaisin	aikaisin	früh	Adverb			seikkasana		
5200857	2	heräämistä	herätä	aufwachen	Verb · Verbalnomen (-minen) „das …“	das Aufwachen (Aufstehen)		teonsana	osanto	singular
5200858	0	Inhoan	inhota	verabscheuen, hassen	Verb · 1. Person Sg. (minä) · Präsens	(ich) hasse		teonsana		singular
5200858	1	aikaisin	aikaisin	früh	Adverb			seikkasana		
5200858	2	heräämistä	herätä	aufwachen	Verb · Verbalnomen (-minen) „das …“	das Aufwachen (Aufstehen)		teonsana	osanto	singular
5201957	0	Kiitos	kiitos	danke	Ausruf					
5201957	1	että	että	dass	Konjunktion			sidesana		
5201957	2	ymmärrät	ymmärtää	verstehen	Verb · 2. Person Sg. (sinä) · Präsens	(du) verstehst		teonsana		singular
5201961	0	Tomi	Tomi	Tomi (Name)	Name · Nominativ Singular			etunimi	nimento	singular
5201961	1	antoi	antaa	geben; lassen	Verb · 3. Person Sg. (hän) · Imperfekt (Vergangenheit)	ließ		teonsana		singular
5201961	2	Marin	Mari	Mari (Name)	Name · Genitiv Singular	Mari (ließ Mari …)		paikannimi	omanto	singular
5201961	3	maksaa	maksaa	bezahlen	Verb · Grundform (Infinitiv)			teonsana		
5201961	4	laskun	lasku	Rechnung	Nomen · Genitiv Singular	die Rechnung (Objekt)		nimisana	omanto	singular
5203685	0	Pidän	pitää	mögen (pitää + Elativ); halten	Verb · 1. Person Sg. (minä) · Präsens	(ich) mag		teonsana		singular
5203685	1	kalapuikoista	kalapuikko	Fischstäbchen	Nomen · Elativ „aus“ Plural	Fischstäbchen (nach pitää: Elativ)	kala+puikko	nimisana	sisaeronto	plural
5203687	0	Paljonko	paljonko	wie viel	Fragewort · (paljon + Frage -ko)					
5203687	1	appelsiinit	appelsiini	Apfelsine, Orange	Nomen · Nominativ Plural	die Apfelsinen		nimisana	nimento	plural
5203687	2	maksavat	maksaa	kosten; bezahlen	Verb · 3. Person Pl. (he) · Präsens	kosten		teonsana		plural
5203692	0	Tomi	Tomi	Tom (Name)	Name · Nominativ Singular			etunimi	nimento	singular
5203692	1	ei	ei	nicht (Verneinungsverb)	Verneinungsverb · ei = er/sie/es nicht	er … nicht		kieltosana		singular
5203692	2	osaa	osata	können (gelernt haben)	Verb · Verneinungsform (nach ei)	kann		teonsana		singular
5203692	3	lukea	lukea	lesen	Verb · Grundform (Infinitiv)			teonsana		
5204485	0	Tomi	Tomi	Tom (Name)	Name · Nominativ Singular			etunimi	nimento	singular
5204485	1	on	olla	sein	Verb · 3. Person Sg. (hän) · Präsens	ist		teonsana		singular
5204485	2	huono	huono	schlecht	Adjektiv · Nominativ Singular			nimisana_laatusana	nimento	singular
5204485	3	isä	isä	Vater	Nomen · Nominativ Singular			nimisana	nimento	singular
5204488	0	Olet	olla	sein	Verb · 2. Person Sg. (sinä) · Präsens	(du) bist → hast (Perfekt)		teonsana		singular
5204488	1	menettänyt	menettää	verlieren	Verbform · Partizip Perfekt aktiv (-nut/-nyt)	verloren		laatusana	nimento	singular
5204488	2	uskottavuutesi	uskottavuus	Glaubwürdigkeit	Nomen · Nominativ Singular · + Possessivendung „dein“	deine Glaubwürdigkeit		nimisana	nimento	singular
5204493	0	Tomilla	Tomi	Tomi (Name)	Name · Adessiv „auf, bei“ Singular	bei Tomi → Tomi hat		etunimi	ulkoolento	singular
5204493	1	on	olla	sein	Verb · 3. Person Sg. (hän) · Präsens	ist → hat		teonsana		singular
5204493	2	ongelma	ongelma	Problem	Nomen · Nominativ Singular			nimisana	nimento	singular
5206266	0	Et	ei	nicht (Verneinungsverb)	Verneinungsverb · et = du nicht	du … nicht		kieltosana		singular
5206266	1	vastaa	vastata	antworten	Verb · Verneinungsform (nach ei)	(be)antwortest		teonsana		singular
5206266	2	kysymykseen	kysymys	Frage	Nomen · Illativ „in … hinein“ Singular	auf die Frage		nimisana	sisatulento	singular
5206279	0	Maistoitko	maistaa	probieren, kosten	Verb · 2. Person Sg. (sinä) · Imperfekt (Vergangenheit) · + Frageendung -ko/-kö	hast du probiert?		teonsana		singular
5206279	1	Tomin	Tom	Tom (Name)	Name · Genitiv Singular	von Tom		etunimi	omanto	singular
5206279	2	leipomaa	leipoa	backen	Verbform · Agens-Partizip (-ma/-mä) · Partitiv Singular	(den) gebackenen		nimisana	osanto	singular
5206279	3	kakkua	kakku	Kuchen	Nomen · Partitiv Singular	Kuchen (Partitiv)		nimisana	osanto	singular
5206287	0	Rakastitko	rakastaa	lieben	Verb · 2. Person Sg. (sinä) · Imperfekt (Vergangenheit) · + Frageendung -ko/-kö	hast du … geliebt?		teonsana		singular
5206287	1	Tomia	Tom	Tom (Name)	Name · Partitiv Singular	Tom (Objekt, Partitiv)		etunimi	osanto	singular
5206288	0	Rakastik	rakastaa	lieben	Verb · 2. Person Sg. (sinä) · Imperfekt (Vergangenheit) · + Frage -ko · umgangssprachlich für rakastitko	liebtest (du)?				
5206288	1	sä	sinä	du	Pronomen · Nominativ Singular · umgangssprachlich für sinä					
5206288	2	Tomia	Tom	Tom (Name)	Name · Partitiv Singular	Tom (Partitiv-Objekt)		etunimi	osanto	singular
5206290	0	Yritin	yrittää	versuchen	Verb · 1. Person Sg. (minä) · Imperfekt (Vergangenheit)	(ich) versuchte		teonsana		singular
5206290	1	tehdä	tehdä	machen	Verb · Grundform (Infinitiv)			teonsana		
5206290	2	vaikutuksen	vaikutus	Eindruck, Wirkung	Nomen · Genitiv Singular	Eindruck (tehdä vaikutus = beeindrucken)		nimisana	omanto	singular
5206290	3	Tomiin	Tomi	Tomi (Name)	Name · Illativ „in … hinein“ Singular	auf Tomi		etunimi	sisatulento	singular
5206527	0	Minulla	minä	ich	Pronomen · Adessiv „auf, bei“ Singular	bei mir → ich habe		asemosana	ulkoolento	singular
5206527	1	on	olla	sein	Verb · 3. Person Sg. (hän) · Präsens	ist → (ich) habe		teonsana		singular
5206527	2	velipuoli	velipuoli	Halbbruder	Nomen · Nominativ Singular		veli+puoli	nimisana	nimento	singular
5207573	0	Sain	saada	bekommen, erhalten	Verb · 1. Person Sg. (minä) · Imperfekt (Vergangenheit)	(ich) bekam		teonsana		singular
5207573	1	viestisi	viesti	Nachricht	Nomen · Nominativ Singular · + Possessivendung „dein“	deine Nachricht		nimisana	nimento	singular
5207574	0	Mä	minä	ich	Pronomen · Nominativ Singular · umgangssprachlich für minä					
5207574	1	sain	saada	bekommen, erhalten	Verb · 1. Person Sg. (minä) · Imperfekt (Vergangenheit)	(ich) erhielt		teonsana		singular
5207574	2	sun	sinä	du	Pronomen · Genitiv Singular · umgangssprachlich für sinun	deine				
5207574	3	viestin	viesti	Nachricht	Nomen · Genitiv Singular	Nachricht (Objekt)		nimisana	omanto	singular
5207577	0	Tiedätkö	tietää	wissen	Verb · 2. Person Sg. (sinä) · Präsens · + Frageendung -ko/-kö	weißt du …?		teonsana		singular
5207577	1	paljon	paljon	viel	Adverb					
5207577	2	Bostonista	Boston	Boston	Ortsname · Elativ „aus“ Singular	über Boston		paikannimi	sisaeronto	singular
5207995	0	Haluan	haluta	wollen, möchten	Verb · 1. Person Sg. (minä) · Präsens	(ich) will		teonsana		singular
